,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
1933580,PA,PA: Blair County (42013),197.7,227.2,212.0,843,Mortality,306104.0,All Races,Male,All Cancer Sites Combined,2012-2016,257.1,294.6,275.4
1934468,PA,PA: Bradford County (42015),178.2,217.4,197.0,415,Mortality,153496.0,All Races,Male,All Cancer Sites Combined,2012-2016,245.0,297.7,270.4
1935356,PA,PA: Bucks County (42017),181.6,194.6,188.0,3408,Mortality,1534961.0,All Races,Male,All Cancer Sites Combined,2012-2016,214.6,229.6,222.0
1936244,PA,PA: Butler County (42019),194.1,219.1,206.3,1114,Mortality,457959.0,All Races,Male,All Cancer Sites Combined,2012-2016,229.2,258.0,243.3
1937132,PA,PA: Cambria County (42021),193.5,220.6,206.7,958,Mortality,338424.0,All Races,Male,All Cancer Sites Combined,2012-2016,265.4,301.6,283.1
1938020,PA,PA: Cameron County (42023),128.5,268.8,187.3,36,Mortality,12038.0,All Races,Male,All Cancer Sites Combined,2012-2016,209.5,414.0,299.1
1938908,PA,PA: Carbon County (42025),199.5,241.0,219.4,465,Mortality,158918.0,All Races,Male,All Cancer Sites Combined,2012-2016,266.6,320.4,292.6
1939796,PA,PA: Centre County (42027),149.4,176.9,162.7,572,Mortality,417473.0,All Races,Male,All Cancer Sites Combined,2012-2016,126.0,148.7,137.0
1940684,PA,PA: Chester County (42029),169.8,184.6,177.1,2330,Mortality,1260158.0,All Races,Male,All Cancer Sites Combined,2012-2016,177.5,192.6,184.9
1941572,PA,PA: Clarion County (42031),176.2,229.4,201.4,241,Mortality,94930.0,All Races,Male,All Cancer Sites Combined,2012-2016,222.8,288.0,253.9
1942460,PA,PA: Clearfield County (42033),193.9,230.3,211.5,551,Mortality,211154.0,All Races,Male,All Cancer Sites Combined,2012-2016,239.6,283.7,260.9
1943348,PA,PA: Clinton County (42035),199.4,256.2,226.4,261,Mortality,96482.0,All Races,Male,All Cancer Sites Combined,2012-2016,238.7,305.4,270.5
1944236,PA,PA: Columbia County (42037),167.8,207.9,187.0,363,Mortality,161009.0,All Races,Male,All Cancer Sites Combined,2012-2016,202.9,249.9,225.5
1945124,PA,PA: Crawford County (42039),189.8,225.1,206.9,575,Mortality,213152.0,All Races,Male,All Cancer Sites Combined,2012-2016,248.2,292.7,269.8
1946012,PA,PA: Cumberland County (42041),170.1,190.5,180.1,1256,Mortality,601559.0,All Races,Male,All Cancer Sites Combined,2012-2016,197.4,220.7,208.8
1946900,PA,PA: Dauphin County (42043),178.7,199.6,188.9,1356,Mortality,659377.0,All Races,Male,All Cancer Sites Combined,2012-2016,194.8,216.9,205.6
1947788,PA,PA: Delaware County (42045),198.8,213.9,206.2,3024,Mortality,1351297.0,All Races,Male,All Cancer Sites Combined,2012-2016,215.9,231.9,223.8
1948676,PA,PA: Elk County (42047),190.6,247.8,217.6,239,Mortality,77781.0,All Races,Male,All Cancer Sites Combined,2012-2016,269.5,348.8,307.3
1949564,PA,PA: Erie County (42049),194.8,215.6,205.0,1581,Mortality,688797.0,All Races,Male,All Cancer Sites Combined,2012-2016,218.4,241.1,229.5
1950452,PA,PA: Fayette County (42051),209.7,238.9,223.9,977,Mortality,330107.0,All Races,Male,All Cancer Sites Combined,2012-2016,277.7,315.1,296.0
1951340,PA,PA: Forest County (42053),144.0,257.0,192.3,56,Mortality,25055.0,All Races,Male,All Cancer Sites Combined,2012-2016,168.8,290.2,223.5
1952228,PA,PA: Franklin County (42055),182.4,208.3,195.0,916,Mortality,373886.0,All Races,Male,All Cancer Sites Combined,2012-2016,229.4,261.4,245.0
1953116,PA,PA: Fulton County (42057),170.8,255.6,209.7,108,Mortality,37092.0,All Races,Male,All Cancer Sites Combined,2012-2016,238.9,351.5,291.2
1954004,PA,PA: Greene County (42059),200.8,259.0,228.5,261,Mortality,97374.0,All Races,Male,All Cancer Sites Combined,2012-2016,236.5,302.6,268.0
1954892,PA,PA: Huntingdon County (42061),170.7,217.4,192.9,285,Mortality,121192.0,All Races,Male,All Cancer Sites Combined,2012-2016,208.7,264.1,235.2
1955780,PA,PA: Indiana County (42063),156.6,190.0,172.7,446,Mortality,218294.0,All Races,Male,All Cancer Sites Combined,2012-2016,185.8,224.2,204.3
1956668,PA,PA: Jefferson County (42065),194.8,245.3,218.9,313,Mortality,110122.0,All Races,Male,All Cancer Sites Combined,2012-2016,253.6,317.5,284.2
1957556,PA,PA: Juniata County (42067),169.1,233.9,199.4,158,Mortality,61180.0,All Races,Male,All Cancer Sites Combined,2012-2016,219.6,301.8,258.3
1958444,PA,PA: Lackawanna County (42069),206.4,229.8,217.8,1413,Mortality,513967.0,All Races,Male,All Cancer Sites Combined,2012-2016,260.8,289.6,274.9
1959332,PA,PA: Lancaster County (42071),176.5,190.3,183.3,2803,Mortality,1305263.0,All Races,Male,All Cancer Sites Combined,2012-2016,206.9,222.8,214.7
1960220,PA,PA: Lawrence County (42073),205.3,240.0,222.1,673,Mortality,214535.0,All Races,Male,All Cancer Sites Combined,2012-2016,290.4,338.3,313.7
1961108,PA,PA: Lebanon County (42075),190.5,218.5,204.1,857,Mortality,335113.0,All Races,Male,All Cancer Sites Combined,2012-2016,238.9,273.4,255.7
1961996,PA,PA: Lehigh County (42077),183.7,201.5,192.5,1867,Mortality,873605.0,All Races,Male,All Cancer Sites Combined,2012-2016,204.1,223.6,213.7
1962884,PA,PA: Luzerne County (42079),213.4,232.5,222.8,2204,Mortality,785588.0,All Races,Male,All Cancer Sites Combined,2012-2016,269.0,292.5,280.6
1963772,PA,PA: Lycoming County (42081),198.5,230.3,214.0,743,Mortality,284965.0,All Races,Male,All Cancer Sites Combined,2012-2016,242.3,280.2,260.7
1964660,PA,PA: McKean County (42083),174.9,224.7,198.6,263,Mortality,108997.0,All Races,Male,All Cancer Sites Combined,2012-2016,213.0,272.3,241.3
1965548,PA,PA: Mercer County (42085),195.7,225.6,210.2,805,Mortality,281519.0,All Races,Male,All Cancer Sites Combined,2012-2016,266.5,306.4,285.9
1966436,PA,PA: Mifflin County (42087),199.7,248.6,223.0,343,Mortality,113960.0,All Races,Male,All Cancer Sites Combined,2012-2016,270.0,334.6,301.0
1967324,PA,PA: Monroe County (42089),196.0,223.7,209.5,979,Mortality,413417.0,All Races,Male,All Cancer Sites Combined,2012-2016,222.2,252.1,236.8
1968212,PA,PA: Montgomery County (42091),171.9,183.1,177.5,4053,Mortality,1980852.0,All Races,Male,All Cancer Sites Combined,2012-2016,198.4,211.0,204.6
1969100,PA,PA: Montour County (42093),181.3,261.2,218.3,126,Mortality,43932.0,All Races,Male,All Cancer Sites Combined,2012-2016,238.9,341.5,286.8
1969988,PA,PA: Northampton County (42095),193.2,212.5,202.7,1783,Mortality,737067.0,All Races,Male,All Cancer Sites Combined,2012-2016,230.8,253.4,241.9
1970876,PA,PA: Northumberland County (42097),199.5,233.2,215.8,669,Mortality,234705.0,All Races,Male,All Cancer Sites Combined,2012-2016,263.8,307.5,285.0
1971764,PA,PA: Perry County (42099),187.8,241.1,213.1,286,Mortality,115366.0,All Races,Male,All Cancer Sites Combined,2012-2016,220.0,278.4,247.9
1972652,PA,PA: Philadelphia County (42101),234.7,245.6,240.1,7838,Mortality,3696889.0,All Races,Male,All Cancer Sites Combined,2012-2016,207.3,216.8,212.0
1973540,PA,PA: Pike County (42103),157.2,196.2,175.7,349,Mortality,139987.0,All Races,Male,All Cancer Sites Combined,2012-2016,223.8,276.9,249.3
1974428,PA,PA: Potter County (42105),201.4,281.3,238.5,154,Mortality,43183.0,All Races,Male,All Cancer Sites Combined,2012-2016,302.5,417.6,356.6
1975316,PA,PA: Schuylkill County (42107),220.5,248.9,234.3,1102,Mortality,370176.0,All Races,Male,All Cancer Sites Combined,2012-2016,280.4,315.8,297.7
1976204,PA,PA: Snyder County (42109),176.1,230.7,202.0,230,Mortality,99879.0,All Races,Male,All Cancer Sites Combined,2012-2016,201.5,262.0,230.3
1977092,PA,PA: Somerset County (42111),188.2,223.7,205.3,550,Mortality,197662.0,All Races,Male,All Cancer Sites Combined,2012-2016,255.5,302.5,278.3
1977980,PA,PA: Sullivan County (42113),155.7,279.6,208.8,55,Mortality,16377.0,All Races,Male,All Cancer Sites Combined,2012-2016,253.0,437.1,335.8
1978868,PA,PA: Susquehanna County (42115),178.1,226.4,201.0,300,Mortality,105967.0,All Races,Male,All Cancer Sites Combined,2012-2016,252.0,317.0,283.1
1979756,PA,PA: Tioga County (42117),164.3,210.4,186.2,272,Mortality,103783.0,All Races,Male,All Cancer Sites Combined,2012-2016,231.9,295.2,262.1
1980644,PA,PA: Union County (42119),136.0,180.9,157.3,200,Mortality,124251.0,All Races,Male,All Cancer Sites Combined,2012-2016,139.4,184.9,161.0
1981532,PA,PA: Venango County (42121),211.2,257.6,233.4,424,Mortality,131241.0,All Races,Male,All Cancer Sites Combined,2012-2016,293.0,355.3,323.1
1982420,PA,PA: Warren County (42123),181.9,229.6,204.5,306,Mortality,101880.0,All Races,Male,All Cancer Sites Combined,2012-2016,267.6,336.0,300.4
1983308,PA,PA: Washington County (42125),201.7,224.6,212.9,1417,Mortality,508759.0,All Races,Male,All Cancer Sites Combined,2012-2016,264.2,293.4,278.5
1984196,PA,PA: Wayne County (42127),172.3,212.4,191.4,385,Mortality,137052.0,All Races,Male,All Cancer Sites Combined,2012-2016,253.6,310.4,280.9
1985084,PA,PA: Westmoreland County (42129),196.1,212.4,204.1,2529,Mortality,875563.0,All Races,Male,All Cancer Sites Combined,2012-2016,277.7,300.3,288.8
1985972,PA,PA: Wyoming County (42131),189.6,255.5,220.6,197,Mortality,70165.0,All Races,Male,All Cancer Sites Combined,2012-2016,242.9,322.8,280.8
1986860,PA,PA: York County (42133),192.2,208.5,200.2,2455,Mortality,1088706.0,All Races,Male,All Cancer Sites Combined,2012-2016,216.7,234.6,225.5
1987748,RI,RI: Bristol County (44001),148.3,190.4,168.3,270,Mortality,118237.0,All Races,Male,All Cancer Sites Combined,2012-2016,201.9,257.3,228.4
1988636,RI,RI: Kent County (44003),209.5,237.4,223.1,1056,Mortality,396265.0,All Races,Male,All Cancer Sites Combined,2012-2016,250.7,283.1,266.5
1989524,RI,RI: Newport County (44005),161.9,194.7,177.7,486,Mortality,204650.0,All Races,Male,All Cancer Sites Combined,2012-2016,216.8,259.6,237.5
1990412,RI,RI: Providence County (44007),197.9,212.6,205.2,3165,Mortality,1532607.0,All Races,Male,All Cancer Sites Combined,2012-2016,199.4,213.8,206.5
1991750,RI,RI: Washington County (44009),174.6,203.4,188.5,719,Mortality,305492.0,All Races,Male,All Cancer Sites Combined,2012-2016,218.5,253.2,235.4
1992638,SC,SC: Abbeville County (45001),185.6,254.3,217.8,174,Mortality,60196.0,All Races,Male,All Cancer Sites Combined,2012-2016,247.7,335.3,289.1
1993526,SC,SC: Aiken County (45003),189.6,216.4,202.7,947,Mortality,398370.0,All Races,Male,All Cancer Sites Combined,2012-2016,222.8,253.4,237.7
1994414,SC,SC: Allendale County (45005),192.2,323.9,251.7,67,Mortality,25619.0,All Races,Male,All Cancer Sites Combined,2012-2016,202.7,332.1,261.5
1995302,SC,SC: Anderson County (45007),213.0,239.4,225.9,1221,Mortality,463113.0,All Races,Male,All Cancer Sites Combined,2012-2016,249.1,278.9,263.7
1996190,SC,SC: Bamberg County (45009),186.8,279.8,229.5,107,Mortality,36238.0,All Races,Male,All Cancer Sites Combined,2012-2016,242.0,356.8,295.3
1997078,SC,SC: Barnwell County (45011),199.2,280.9,237.3,147,Mortality,52394.0,All Races,Male,All Cancer Sites Combined,2012-2016,237.0,329.8,280.6
1997966,SC,SC: Beaufort County (45013),153.3,174.1,163.4,1068,Mortality,432504.0,All Races,Male,All Cancer Sites Combined,2012-2016,232.3,262.2,246.9
1998854,SC,SC: Berkeley County (45015),196.3,226.4,211.0,896,Mortality,494944.0,All Races,Male,All Cancer Sites Combined,2012-2016,169.4,193.3,181.0
1999742,SC,SC: Calhoun County (45017),171.6,259.6,211.8,107,Mortality,35962.0,All Races,Male,All Cancer Sites Combined,2012-2016,243.8,359.5,297.5
2000630,SC,SC: Charleston County (45019),188.6,207.6,197.9,1818,Mortality,921441.0,All Races,Male,All Cancer Sites Combined,2012-2016,188.3,206.6,197.3
2001518,SC,SC: Cherokee County (45021),203.7,255.9,228.7,334,Mortality,136907.0,All Races,Male,All Cancer Sites Combined,2012-2016,218.5,271.6,244.0
2002406,SC,SC: Chester County (45023),235.5,306.1,269.0,252,Mortality,78491.0,All Races,Male,All Cancer Sites Combined,2012-2016,282.6,363.2,321.1
2003294,SC,SC: Chesterfield County (45025),226.3,286.5,255.0,319,Mortality,112494.0,All Races,Male,All Cancer Sites Combined,2012-2016,253.3,316.5,283.6
2004182,SC,SC: Clarendon County (45027),219.7,282.8,249.6,277,Mortality,83984.0,All Races,Male,All Cancer Sites Combined,2012-2016,292.1,371.0,329.8
2005070,SC,SC: Colleton County (45029),205.6,263.1,232.9,281,Mortality,90590.0,All Races,Male,All Cancer Sites Combined,2012-2016,275.0,348.7,310.2
2005958,SC,SC: Darlington County (45031),217.9,266.3,241.2,431,Mortality,160023.0,All Races,Male,All Cancer Sites Combined,2012-2016,244.5,296.0,269.3
2006846,SC,SC: Dillon County (45033),234.0,312.6,271.2,212,Mortality,73861.0,All Races,Male,All Cancer Sites Combined,2012-2016,249.7,328.4,287.0
2007734,SC,SC: Dorchester County (45035),185.8,219.9,202.4,636,Mortality,363356.0,All Races,Male,All Cancer Sites Combined,2012-2016,161.7,189.2,175.0
2008622,SC,SC: Edgefield County (45037),138.0,200.4,167.0,132,Mortality,71591.0,All Races,Male,All Cancer Sites Combined,2012-2016,154.3,218.7,184.4
2009510,SC,SC: Fairfield County (45039),242.0,326.2,281.6,202,Mortality,54986.0,All Races,Male,All Cancer Sites Combined,2012-2016,318.4,421.7,367.4
2010398,SC,SC: Florence County (45041),216.9,251.5,233.7,790,Mortality,323773.0,All Races,Male,All Cancer Sites Combined,2012-2016,227.3,261.6,244.0
2011286,SC,SC: Georgetown County (45043),209.1,252.2,229.8,510,Mortality,144361.0,All Races,Male,All Cancer Sites Combined,2012-2016,323.3,385.3,353.3
2012174,SC,SC: Greenville County (45045),193.7,210.7,202.0,2337,Mortality,1170526.0,All Races,Male,All Cancer Sites Combined,2012-2016,191.6,207.9,199.7
2013062,SC,SC: Greenwood County (45047),216.4,261.9,238.3,449,Mortality,163520.0,All Races,Male,All Cancer Sites Combined,2012-2016,249.8,301.2,274.6
2013950,SC,SC: Hampton County (45049),214.3,306.2,257.2,141,Mortality,52169.0,All Races,Male,All Cancer Sites Combined,2012-2016,227.5,318.7,270.3
2014838,SC,SC: Horry County (45051),194.1,213.2,203.5,1981,Mortality,726085.0,All Races,Male,All Cancer Sites Combined,2012-2016,260.9,285.1,272.8
2015726,SC,SC: Jasper County (45053),144.8,211.0,175.6,127,Mortality,68999.0,All Races,Male,All Cancer Sites Combined,2012-2016,153.4,219.0,184.1
2016614,SC,SC: Kershaw County (45055),221.3,270.8,245.1,423,Mortality,153147.0,All Races,Male,All Cancer Sites Combined,2012-2016,250.5,303.8,276.2
2017502,SC,SC: Lancaster County (45057),184.6,222.1,202.7,498,Mortality,204895.0,All Races,Male,All Cancer Sites Combined,2012-2016,222.2,265.4,243.1
2018390,SC,SC: Laurens County (45059),227.2,274.5,250.0,471,Mortality,160675.0,All Races,Male,All Cancer Sites Combined,2012-2016,267.3,320.8,293.1
2019278,SC,SC: Lee County (45061),243.2,345.9,291.2,141,Mortality,46966.0,All Races,Male,All Cancer Sites Combined,2012-2016,252.7,354.1,300.2
2020166,SC,SC: Lexington County (45063),184.0,206.3,194.9,1312,Mortality,676984.0,All Races,Male,All Cancer Sites Combined,2012-2016,183.5,204.6,193.8
2021054,SC,SC: Marion County (45067),232.6,309.0,268.7,225,Mortality,73467.0,All Races,Male,All Cancer Sites Combined,2012-2016,267.5,349.0,306.3
2021942,SC,SC: Marlboro County (45069),248.7,333.4,288.8,211,Mortality,73578.0,All Races,Male,All Cancer Sites Combined,2012-2016,249.4,328.2,286.8
2022830,SC,SC: McCormick County (45065),128.3,211.7,164.7,77,Mortality,26638.0,All Races,Male,All Cancer Sites Combined,2012-2016,228.1,361.3,289.1
2023718,SC,SC: Newberry County (45071),228.1,292.9,258.9,275,Mortality,92116.0,All Races,Male,All Cancer Sites Combined,2012-2016,264.3,336.0,298.5
2024606,SC,SC: Oconee County (45073),180.6,217.2,198.2,513,Mortality,185711.0,All Races,Male,All Cancer Sites Combined,2012-2016,252.8,301.2,276.2
2025494,SC,SC: Orangeburg County (45075),222.8,262.9,242.2,615,Mortality,211089.0,All Races,Male,All Cancer Sites Combined,2012-2016,268.8,315.3,291.3
2026382,SC,SC: Pickens County (45077),185.4,218.0,201.2,633,Mortality,301019.0,All Races,Male,All Cancer Sites Combined,2012-2016,194.2,227.3,210.3
2027270,SC,SC: Richland County (45079),212.9,235.5,224.0,1698,Mortality,973683.0,All Races,Male,All Cancer Sites Combined,2012-2016,166.2,182.9,174.4
2028158,SC,SC: Saluda County (45081),184.8,264.8,222.0,133,Mortality,50834.0,All Races,Male,All Cancer Sites Combined,2012-2016,219.1,310.1,261.6
2029046,SC,SC: Spartanburg County (45083),204.8,226.7,215.5,1620,Mortality,712849.0,All Races,Male,All Cancer Sites Combined,2012-2016,216.3,238.6,227.3
2029934,SC,SC: Sumter County (45085),235.3,275.8,254.9,659,Mortality,259749.0,All Races,Male,All Cancer Sites Combined,2012-2016,234.7,273.8,253.7
2030822,SC,SC: Union County (45087),212.3,285.3,246.7,199,Mortality,66503.0,All Races,Male,All Cancer Sites Combined,2012-2016,259.1,343.8,299.2
2032160,SC,SC: Williamsburg County (45089),247.9,323.1,283.6,256,Mortality,79592.0,All Races,Male,All Cancer Sites Combined,2012-2016,283.4,363.6,321.6
2033048,SC,SC: York County (45091),198.8,225.0,211.6,1156,Mortality,591421.0,All Races,Male,All Cancer Sites Combined,2012-2016,184.4,207.1,195.5
2033936,SD,SD: Aurora County (46003),97.0,275.5,166.9,+,Mortality,7078.0,All Races,Male,All Cancer Sites Combined,2012-2016,139.9,384.6,240.2
2034824,SD,SD: Beadle County (46005),174.4,254.5,211.5,117,Mortality,45774.0,All Races,Male,All Cancer Sites Combined,2012-2016,211.4,306.3,255.6
2035712,SD,SD: Bennett County (46007),174.3,438.5,285.2,+,Mortality,8277.0,All Races,Male,All Cancer Sites Combined,2012-2016,166.6,402.4,265.8
2036600,SD,SD: Bon Homme County (46009),102.7,203.7,146.3,38,Mortality,20405.0,All Races,Male,All Cancer Sites Combined,2012-2016,131.8,255.6,186.2
2037488,SD,SD: Brookings County (46011),159.7,229.8,192.5,126,Mortality,85627.0,All Races,Male,All Cancer Sites Combined,2012-2016,122.6,175.2,147.1
2038376,SD,SD: Brown County (46013),166.0,220.8,191.9,205,Mortality,94262.0,All Races,Male,All Cancer Sites Combined,2012-2016,188.7,249.4,217.5
2039264,SD,SD: Brule County (46015),136.1,281.4,198.2,34,Mortality,13009.0,All Races,Male,All Cancer Sites Combined,2012-2016,181.0,365.2,261.4
2040152,SD,SD: Buffalo County (46017),~,~,~,~,Mortality,5092.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2041040,SD,SD: Butte County (46019),149.4,252.2,195.4,65,Mortality,25750.0,All Races,Male,All Cancer Sites Combined,2012-2016,194.8,321.7,252.4
2041928,SD,SD: Campbell County (46021),~,~,~,~,Mortality,3574.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2042816,SD,SD: Charles Mix County (46023),151.4,255.9,198.0,62,Mortality,23042.0,All Races,Male,All Cancer Sites Combined,2012-2016,206.3,344.9,269.1
2043704,SD,SD: Clark County (46025),96.7,246.7,157.0,21,Mortality,9138.0,All Races,Male,All Cancer Sites Combined,2012-2016,142.3,351.3,229.8
2044592,SD,SD: Clay County (46027),190.5,320.3,249.4,65,Mortality,34402.0,All Races,Male,All Cancer Sites Combined,2012-2016,145.8,240.8,188.9
2045480,SD,SD: Codington County (46029),191.2,260.6,223.8,172,Mortality,69950.0,All Races,Male,All Cancer Sites Combined,2012-2016,210.5,285.5,245.9
2046368,SD,SD: Corson County (46031),166.0,408.2,268.5,+,Mortality,10492.0,All Races,Male,All Cancer Sites Combined,2012-2016,146.6,340.4,228.7
2047256,SD,SD: Custer County (46033),119.0,212.4,159.1,60,Mortality,21156.0,All Races,Male,All Cancer Sites Combined,2012-2016,216.4,365.1,283.6
2048144,SD,SD: Davison County (46035),166.1,241.9,201.2,119,Mortality,49261.0,All Races,Male,All Cancer Sites Combined,2012-2016,200.1,289.1,241.6
2049032,SD,SD: Day County (46037),124.5,251.2,178.3,39,Mortality,14038.0,All Races,Male,All Cancer Sites Combined,2012-2016,197.6,379.8,277.8
2049920,SD,SD: Deuel County (46039),95.1,220.1,146.1,26,Mortality,11136.0,All Races,Male,All Cancer Sites Combined,2012-2016,152.5,342.1,233.5
2050808,SD,SD: Dewey County (46041),181.6,398.7,275.8,28,Mortality,13857.0,All Races,Male,All Cancer Sites Combined,2012-2016,134.3,292.0,202.1
2051696,SD,SD: Douglas County (46043),103.0,292.0,177.6,22,Mortality,7341.0,All Races,Male,All Cancer Sites Combined,2012-2016,187.8,453.7,299.7
2052584,SD,SD: Edmunds County (46045),95.3,229.4,149.5,24,Mortality,10035.0,All Races,Male,All Cancer Sites Combined,2012-2016,153.2,355.9,239.2
2053472,SD,SD: Fall River County (46047),169.3,289.1,221.6,66,Mortality,17295.0,All Races,Male,All Cancer Sites Combined,2012-2016,295.1,485.5,381.6
2054360,SD,SD: Faulk County (46049),120.6,318.3,197.0,21,Mortality,5776.0,All Races,Male,All Cancer Sites Combined,2012-2016,225.1,555.8,363.6
2055248,SD,SD: Grant County (46051),117.6,228.4,165.6,40,Mortality,18411.0,All Races,Male,All Cancer Sites Combined,2012-2016,155.2,295.8,217.3
2056136,SD,SD: Gregory County (46053),141.6,285.7,202.0,37,Mortality,10815.0,All Races,Male,All Cancer Sites Combined,2012-2016,240.9,471.6,342.1
2057024,SD,SD: Haakon County (46055),~,~,~,~,Mortality,4739.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2057912,SD,SD: Hamlin County (46057),156.9,314.8,225.7,36,Mortality,14960.0,All Races,Male,All Cancer Sites Combined,2012-2016,168.5,333.1,240.6
2058800,SD,SD: Hand County (46059),111.9,266.1,173.4,26,Mortality,8347.0,All Races,Male,All Cancer Sites Combined,2012-2016,203.5,456.4,311.5
2059688,SD,SD: Hanson County (46061),146.5,386.0,245.8,+,Mortality,8577.0,All Races,Male,All Cancer Sites Combined,2012-2016,142.4,360.1,233.2
2060576,SD,SD: Harding County (46063),~,~,~,~,Mortality,3321.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2061464,SD,SD: Hughes County (46065),115.6,188.7,148.7,72,Mortality,43085.0,All Races,Male,All Cancer Sites Combined,2012-2016,130.8,210.4,167.1
2062352,SD,SD: Hutchinson County (46067),113.1,212.2,155.8,49,Mortality,17810.0,All Races,Male,All Cancer Sites Combined,2012-2016,203.5,363.7,275.1
2063240,SD,SD: Hyde County (46069),~,~,~,~,Mortality,3541.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2064128,SD,SD: Jackson County (46071),163.4,401.6,263.2,+,Mortality,8219.0,All Races,Male,All Cancer Sites Combined,2012-2016,167.7,405.3,267.7
2065016,SD,SD: Jerauld County (46073),124.5,362.8,216.3,+,Mortality,5013.0,All Races,Male,All Cancer Sites Combined,2012-2016,212.8,567.5,359.1
2065904,SD,SD: Jones County (46075),~,~,~,~,Mortality,2362.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2066792,SD,SD: Kingsbury County (46077),157.0,305.9,221.0,43,Mortality,12818.0,All Races,Male,All Cancer Sites Combined,2012-2016,242.8,451.9,335.5
2067680,SD,SD: Lake County (46079),145.6,238.1,187.3,75,Mortality,31401.0,All Races,Male,All Cancer Sites Combined,2012-2016,187.9,299.4,238.8
2068568,SD,SD: Lawrence County (46081),149.0,212.0,178.2,136,Mortality,61786.0,All Races,Male,All Cancer Sites Combined,2012-2016,184.7,260.4,220.1
2069456,SD,SD: Lincoln County (46083),122.8,171.7,145.8,153,Mortality,127780.0,All Races,Male,All Cancer Sites Combined,2012-2016,101.5,140.3,119.7
2070344,SD,SD: Lyman County (46085),110.2,284.3,182.1,20,Mortality,10091.0,All Races,Male,All Cancer Sites Combined,2012-2016,121.1,306.1,198.2
2071232,SD,SD: Marshall County (46091),103.3,234.8,158.2,27,Mortality,12722.0,All Races,Male,All Cancer Sites Combined,2012-2016,139.9,308.8,212.2
2072120,SD,SD: McCook County (46087),210.5,379.2,285.1,50,Mortality,13915.0,All Races,Male,All Cancer Sites Combined,2012-2016,266.7,473.7,359.3
2073008,SD,SD: McPherson County (46089),105.2,278.9,170.2,+,Mortality,5934.0,All Races,Male,All Cancer Sites Combined,2012-2016,232.3,561.3,370.7
2073896,SD,SD: Meade County (46093),153.2,224.0,186.2,122,Mortality,69262.0,All Races,Male,All Cancer Sites Combined,2012-2016,146.3,210.3,176.1
2074784,SD,SD: Mellette County (46095),~,~,~,~,Mortality,5330.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2075672,SD,SD: Miner County (46097),161.4,420.6,265.9,+,Mortality,5820.0,All Races,Male,All Cancer Sites Combined,2012-2016,223.4,551.6,360.8
2076560,SD,SD: Minnehaha County (46099),213.9,245.7,229.4,883,Mortality,454072.0,All Races,Male,All Cancer Sites Combined,2012-2016,181.8,207.7,194.5
2077448,SD,SD: Moody County (46101),139.6,283.2,202.1,36,Mortality,16280.0,All Races,Male,All Cancer Sites Combined,2012-2016,154.9,306.1,221.1
2078336,SD,SD: Pennington County (46103),172.9,205.9,188.8,544,Mortality,268448.0,All Races,Male,All Cancer Sites Combined,2012-2016,186.0,220.4,202.6
2079224,SD,SD: Perkins County (46105),154.9,366.0,241.8,+,Mortality,7558.0,All Races,Male,All Cancer Sites Combined,2012-2016,235.4,519.8,357.2
2080112,SD,SD: Potter County (46107),131.7,330.8,208.4,+,Mortality,5681.0,All Races,Male,All Cancer Sites Combined,2012-2016,256.6,607.5,404.9
2081000,SD,SD: Roberts County (46109),169.1,278.7,218.6,72,Mortality,25681.0,All Races,Male,All Cancer Sites Combined,2012-2016,219.4,353.1,280.4
2081888,SD,SD: Sanborn County (46111),125.1,355.2,216.7,+,Mortality,6119.0,All Races,Male,All Cancer Sites Combined,2012-2016,174.3,464.9,294.2
2082776,SD,SD: Shannon County (46113),185.0,364.0,265.0,42,Mortality,34775.0,All Races,Male,All Cancer Sites Combined,2012-2016,87.0,163.3,120.8
2083664,SD,SD: Spink County (46115),108.7,218.1,155.4,37,Mortality,16378.0,All Races,Male,All Cancer Sites Combined,2012-2016,159.1,311.4,225.9
2084552,SD,SD: Stanley County (46117),106.4,302.7,185.2,+,Mortality,7623.0,All Races,Male,All Cancer Sites Combined,2012-2016,139.9,373.2,236.1
2085440,SD,SD: Sully County (46119),~,~,~,~,Mortality,3803.0,All Races,Male,All Cancer Sites Combined,2012-2016,~,~,~
2086328,SD,SD: Todd County (46121),195.8,392.8,283.1,39,Mortality,24419.0,All Races,Male,All Cancer Sites Combined,2012-2016,113.6,218.3,159.7
2087216,SD,SD: Tripp County (46123),128.3,257.4,183.3,39,Mortality,13567.0,All Races,Male,All Cancer Sites Combined,2012-2016,204.4,393.0,287.5
