,STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE
2113369,TN,TN: Fayette County (47047),109.9,149.7,128.5,179,Mortality,98891.0,All Races,Female,All Cancer Sites Combined,2012-2016,155.5,209.6,181.0
2114257,TN,TN: Fentress County (47049),126.5,188.8,154.9,109,Mortality,45618.0,All Races,Female,All Cancer Sites Combined,2012-2016,196.2,288.2,238.9
2115145,TN,TN: Franklin County (47051),128.0,168.2,146.9,229,Mortality,105597.0,All Races,Female,All Cancer Sites Combined,2012-2016,189.7,246.8,216.9
2116033,TN,TN: Gibson County (47053),155.6,195.2,174.5,326,Mortality,128703.0,All Races,Female,All Cancer Sites Combined,2012-2016,226.5,282.3,253.3
2116921,TN,TN: Giles County (47055),135.5,186.0,159.1,173,Mortality,74367.0,All Races,Female,All Cancer Sites Combined,2012-2016,199.3,270.0,232.6
2117809,TN,TN: Grainger County (47057),158.7,223.2,188.7,149,Mortality,56946.0,All Races,Female,All Cancer Sites Combined,2012-2016,221.3,307.2,261.7
2118697,TN,TN: Greene County (47059),141.1,172.6,156.1,416,Mortality,174068.0,All Races,Female,All Cancer Sites Combined,2012-2016,216.6,263.1,239.0
2119585,TN,TN: Grundy County (47061),169.4,254.4,208.2,108,Mortality,33835.0,All Races,Female,All Cancer Sites Combined,2012-2016,261.8,385.4,319.2
2120473,TN,TN: Hamblen County (47063),135.8,168.8,151.5,352,Mortality,161769.0,All Races,Female,All Cancer Sites Combined,2012-2016,195.5,241.6,217.6
2121361,TN,TN: Hamilton County (47065),130.9,144.3,137.4,1735,Mortality,909957.0,All Races,Female,All Cancer Sites Combined,2012-2016,181.8,199.9,190.7
2122249,TN,TN: Hancock County (47067),158.2,287.4,214.9,52,Mortality,16701.0,All Races,Female,All Cancer Sites Combined,2012-2016,232.5,408.3,311.4
2123137,TN,TN: Hardeman County (47069),130.7,188.2,157.2,133,Mortality,59141.0,All Races,Female,All Cancer Sites Combined,2012-2016,188.3,266.5,224.9
2124025,TN,TN: Hardin County (47071),114.5,163.0,136.9,143,Mortality,66388.0,All Races,Female,All Cancer Sites Combined,2012-2016,181.5,253.7,215.4
2124913,TN,TN: Hawkins County (47073),141.1,177.3,158.3,327,Mortality,143808.0,All Races,Female,All Cancer Sites Combined,2012-2016,203.4,253.4,227.4
2125801,TN,TN: Haywood County (47075),123.9,189.0,153.7,97,Mortality,48108.0,All Races,Female,All Cancer Sites Combined,2012-2016,163.5,246.0,201.6
2126689,TN,TN: Henderson County (47077),153.1,208.7,179.1,176,Mortality,72011.0,All Races,Female,All Cancer Sites Combined,2012-2016,209.6,283.3,244.4
2127577,TN,TN: Henry County (47079),134.6,179.7,155.7,212,Mortality,83241.0,All Races,Female,All Cancer Sites Combined,2012-2016,221.6,291.4,254.7
2128465,TN,TN: Hickman County (47081),141.6,202.2,169.7,134,Mortality,57935.0,All Races,Female,All Cancer Sites Combined,2012-2016,193.8,273.9,231.3
2129353,TN,TN: Houston County (47083),144.6,255.8,193.7,57,Mortality,20904.0,All Races,Female,All Cancer Sites Combined,2012-2016,206.5,353.3,272.7
2130241,TN,TN: Humphreys County (47085),147.2,214.0,177.9,124,Mortality,46166.0,All Races,Female,All Cancer Sites Combined,2012-2016,223.4,320.2,268.6
2131129,TN,TN: Jackson County (47087),121.8,200.8,156.9,73,Mortality,28828.0,All Races,Female,All Cancer Sites Combined,2012-2016,198.5,318.4,253.2
2132017,TN,TN: Jefferson County (47089),116.4,150.5,132.5,256,Mortality,133567.0,All Races,Female,All Cancer Sites Combined,2012-2016,168.9,216.6,191.7
2132905,TN,TN: Johnson County (47091),140.9,208.8,171.8,118,Mortality,41495.0,All Races,Female,All Cancer Sites Combined,2012-2016,235.4,340.6,284.4
2133793,TN,TN: Knox County (47093),139.6,152.4,145.9,2099,Mortality,1151304.0,All Races,Female,All Cancer Sites Combined,2012-2016,174.6,190.3,182.3
2134681,TN,TN: Lake County (47095),125.2,249.8,178.2,40,Mortality,13824.0,All Races,Female,All Cancer Sites Combined,2012-2016,206.7,394.0,289.4
2135569,TN,TN: Lauderdale County (47097),154.5,215.9,183.2,150,Mortality,64847.0,All Races,Female,All Cancer Sites Combined,2012-2016,195.8,271.4,231.3
2136457,TN,TN: Lawrence County (47099),132.4,173.0,151.6,235,Mortality,108202.0,All Races,Female,All Cancer Sites Combined,2012-2016,190.3,246.8,217.2
2137345,TN,TN: Lewis County (47101),124.5,205.9,161.0,73,Mortality,30495.0,All Races,Female,All Cancer Sites Combined,2012-2016,187.6,301.0,239.4
2138233,TN,TN: Lincoln County (47103),133.5,180.0,155.3,193,Mortality,85442.0,All Races,Female,All Cancer Sites Combined,2012-2016,195.1,260.1,225.9
2139121,TN,TN: Loudon County (47105),133.6,168.6,150.2,336,Mortality,128951.0,All Races,Female,All Cancer Sites Combined,2012-2016,233.4,290.0,260.6
2140009,TN,TN: Macon County (47111),135.3,195.6,163.2,123,Mortality,58829.0,All Races,Female,All Cancer Sites Combined,2012-2016,173.8,249.5,209.1
2140897,TN,TN: Madison County (47113),123.9,150.3,136.6,445,Mortality,258264.0,All Races,Female,All Cancer Sites Combined,2012-2016,156.7,189.1,172.3
2141785,TN,TN: Marion County (47115),151.1,204.4,176.0,188,Mortality,72217.0,All Races,Female,All Cancer Sites Combined,2012-2016,224.4,300.3,260.3
2142673,TN,TN: Marshall County (47117),132.3,184.1,156.5,155,Mortality,79836.0,All Races,Female,All Cancer Sites Combined,2012-2016,164.8,227.2,194.1
2143561,TN,TN: Maury County (47119),135.8,165.5,150.0,423,Mortality,221772.0,All Races,Female,All Cancer Sites Combined,2012-2016,173.0,209.8,190.7
2144449,TN,TN: McMinn County (47107),133.9,169.8,150.9,298,Mortality,134520.0,All Races,Female,All Cancer Sites Combined,2012-2016,197.1,248.2,221.5
2145337,TN,TN: McNairy County (47109),147.0,201.7,172.5,172,Mortality,66157.0,All Races,Female,All Cancer Sites Combined,2012-2016,222.6,301.9,260.0
2146225,TN,TN: Meigs County (47121),141.0,230.7,181.2,75,Mortality,29398.0,All Races,Female,All Cancer Sites Combined,2012-2016,200.7,319.8,255.1
2147113,TN,TN: Monroe County (47123),142.4,183.1,161.7,272,Mortality,114598.0,All Races,Female,All Cancer Sites Combined,2012-2016,210.0,267.3,237.4
2148001,TN,TN: Montgomery County (47125),151.7,178.4,164.7,620,Mortality,473474.0,All Races,Female,All Cancer Sites Combined,2012-2016,120.8,141.7,130.9
2148889,TN,TN: Moore County (47127),84.5,184.7,126.1,31,Mortality,15882.0,All Races,Female,All Cancer Sites Combined,2012-2016,132.6,277.1,195.2
2149777,TN,TN: Morgan County (47129),117.3,179.3,145.6,97,Mortality,48952.0,All Races,Female,All Cancer Sites Combined,2012-2016,160.7,241.7,198.2
2150665,TN,TN: Obion County (47131),139.6,188.1,162.3,193,Mortality,79541.0,All Races,Female,All Cancer Sites Combined,2012-2016,209.6,279.4,242.6
2151553,TN,TN: Overton County (47133),171.6,236.7,201.9,166,Mortality,55872.0,All Races,Female,All Cancer Sites Combined,2012-2016,253.6,345.9,297.1
2152441,TN,TN: Perry County (47135),160.6,280.1,213.5,60,Mortality,19444.0,All Races,Female,All Cancer Sites Combined,2012-2016,235.5,397.2,308.6
2153329,TN,TN: Pickett County (47137),70.4,173.4,111.1,26,Mortality,12710.0,All Races,Female,All Cancer Sites Combined,2012-2016,133.6,299.7,204.6
2154217,TN,TN: Polk County (47139),161.7,234.8,195.3,123,Mortality,42012.0,All Races,Female,All Cancer Sites Combined,2012-2016,243.3,349.3,292.8
2155105,TN,TN: Putnam County (47141),147.5,180.9,163.5,399,Mortality,188400.0,All Races,Female,All Cancer Sites Combined,2012-2016,191.5,233.6,211.8
2155993,TN,TN: Rhea County (47143),139.2,187.6,161.9,188,Mortality,82366.0,All Races,Female,All Cancer Sites Combined,2012-2016,196.8,263.3,228.2
2156881,TN,TN: Roane County (47145),142.7,178.0,159.4,353,Mortality,135305.0,All Races,Female,All Cancer Sites Combined,2012-2016,234.4,289.6,260.9
2157769,TN,TN: Robertson County (47147),135.8,171.3,152.8,305,Mortality,172360.0,All Races,Female,All Cancer Sites Combined,2012-2016,157.7,198.0,177.0
2158657,TN,TN: Rutherford County (47149),131.3,150.1,140.5,910,Mortality,734820.0,All Races,Female,All Cancer Sites Combined,2012-2016,115.9,132.2,123.8
2159545,TN,TN: Scott County (47151),162.4,230.6,194.1,137,Mortality,55779.0,All Races,Female,All Cancer Sites Combined,2012-2016,206.2,290.4,245.6
2160433,TN,TN: Sequatchie County (47153),151.7,231.9,188.3,97,Mortality,36992.0,All Races,Female,All Cancer Sites Combined,2012-2016,212.6,319.9,262.2
2161321,TN,TN: Sevier County (47155),136.1,163.5,149.3,497,Mortality,240760.0,All Races,Female,All Cancer Sites Combined,2012-2016,188.7,225.4,206.4
2162209,TN,TN: Shelby County (47157),157.2,167.0,162.0,4363,Mortality,2454672.0,All Races,Female,All Cancer Sites Combined,2012-2016,172.5,183.1,177.7
2163097,TN,TN: Smith County (47159),94.6,153.3,121.1,74,Mortality,48373.0,All Races,Female,All Cancer Sites Combined,2012-2016,120.1,192.0,153.0
2163985,TN,TN: Stewart County (47161),129.0,208.2,164.6,78,Mortality,33137.0,All Races,Female,All Cancer Sites Combined,2012-2016,186.1,293.8,235.4
2164873,TN,TN: Sullivan County (47163),142.6,162.3,152.2,995,Mortality,402716.0,All Races,Female,All Cancer Sites Combined,2012-2016,232.0,262.9,247.1
2165761,TN,TN: Sumner County (47165),132.0,152.6,142.0,765,Mortality,439993.0,All Races,Female,All Cancer Sites Combined,2012-2016,161.8,186.6,173.9
2166649,TN,TN: Tipton County (47167),140.2,178.2,158.3,284,Mortality,155886.0,All Races,Female,All Cancer Sites Combined,2012-2016,161.6,204.7,182.2
2167537,TN,TN: Trousdale County (47169),158.2,280.8,212.7,53,Mortality,20360.0,All Races,Female,All Cancer Sites Combined,2012-2016,195.0,340.5,260.3
2168425,TN,TN: Unicoi County (47171),133.1,192.6,160.2,128,Mortality,45593.0,All Races,Female,All Cancer Sites Combined,2012-2016,234.2,333.8,280.7
2169313,TN,TN: Union County (47173),157.6,229.1,190.6,121,Mortality,48175.0,All Races,Female,All Cancer Sites Combined,2012-2016,208.4,300.1,251.2
2170651,TN,TN: Van Buren County (47175),86.5,193.8,130.6,30,Mortality,14147.0,All Races,Female,All Cancer Sites Combined,2012-2016,143.1,302.7,212.1
2171539,TN,TN: Warren County (47177),147.8,193.0,169.1,235,Mortality,101592.0,All Races,Female,All Cancer Sites Combined,2012-2016,202.7,262.9,231.3
2172427,TN,TN: Washington County (47179),142.3,166.5,154.0,667,Mortality,321634.0,All Races,Female,All Cancer Sites Combined,2012-2016,191.9,223.7,207.4
2173315,TN,TN: Wayne County (47181),136.3,207.7,168.7,100,Mortality,37626.0,All Races,Female,All Cancer Sites Combined,2012-2016,216.2,323.3,265.8
2174203,TN,TN: Weakley County (47183),125.1,171.0,146.5,178,Mortality,86994.0,All Races,Female,All Cancer Sites Combined,2012-2016,175.7,237.0,204.6
2175091,TN,TN: White County (47185),147.7,201.2,172.6,178,Mortality,67033.0,All Races,Female,All Cancer Sites Combined,2012-2016,228.0,307.5,265.5
2175979,TN,TN: Williamson County (47187),100.3,118.6,109.2,594,Mortality,524812.0,All Races,Female,All Cancer Sites Combined,2012-2016,104.3,122.7,113.2
2176867,TN,TN: Wilson County (47189),131.1,155.9,143.1,546,Mortality,319612.0,All Races,Female,All Cancer Sites Combined,2012-2016,156.8,185.8,170.8
2177755,TX,TX: Anderson County (48001),105.9,142.6,123.1,193,Mortality,112806.0,All Races,Female,All Cancer Sites Combined,2012-2016,147.8,197.0,171.1
2178643,TX,TX: Andrews County (48003),98.9,173.3,132.3,53,Mortality,42221.0,All Races,Female,All Cancer Sites Combined,2012-2016,94.0,164.2,125.5
2179531,TX,TX: Angelina County (48005),125.7,154.3,139.4,387,Mortality,224096.0,All Races,Female,All Cancer Sites Combined,2012-2016,155.9,190.8,172.7
2180419,TX,TX: Aransas County (48007),137.1,191.0,162.0,175,Mortality,61394.0,All Races,Female,All Cancer Sites Combined,2012-2016,244.4,330.5,285.0
2181307,TX,TX: Archer County (48009),81.6,160.5,115.2,39,Mortality,21991.0,All Races,Female,All Cancer Sites Combined,2012-2016,126.1,242.4,177.3
2182195,TX,TX: Armstrong County (48011),~,~,~,~,Mortality,4885.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2183083,TX,TX: Atascosa County (48013),108.8,148.2,127.3,175,Mortality,119894.0,All Races,Female,All Cancer Sites Combined,2012-2016,125.1,169.3,146.0
2183971,TX,TX: Austin County (48015),91.2,134.3,111.0,116,Mortality,73318.0,All Races,Female,All Cancer Sites Combined,2012-2016,130.7,189.8,158.2
2184859,TX,TX: Bailey County (48017),93.5,203.1,140.2,29,Mortality,17488.0,All Races,Female,All Cancer Sites Combined,2012-2016,111.1,238.2,165.8
2185747,TX,TX: Bandera County (48019),96.6,149.3,120.3,104,Mortality,52929.0,All Races,Female,All Cancer Sites Combined,2012-2016,160.5,238.1,196.5
2186635,TX,TX: Bastrop County (48021),127.5,160.3,143.2,320,Mortality,192043.0,All Races,Female,All Cancer Sites Combined,2012-2016,148.9,185.9,166.6
2187523,TX,TX: Baylor County (48023),90.5,240.6,150.3,24,Mortality,9238.0,All Races,Female,All Cancer Sites Combined,2012-2016,166.5,386.6,259.8
2188411,TX,TX: Bee County (48025),112.1,166.1,137.0,108,Mortality,65106.0,All Races,Female,All Cancer Sites Combined,2012-2016,136.1,200.3,165.9
2189299,TX,TX: Bell County (48027),135.1,152.7,143.7,1064,Mortality,828759.0,All Races,Female,All Cancer Sites Combined,2012-2016,120.8,136.3,128.4
2190187,TX,TX: Bexar County (48029),126.8,133.4,130.1,6240,Mortality,4715699.0,All Races,Female,All Cancer Sites Combined,2012-2016,129.1,135.6,132.3
2191075,TX,TX: Blanco County (48031),120.2,211.7,160.6,65,Mortality,27071.0,All Races,Female,All Cancer Sites Combined,2012-2016,185.3,306.0,240.1
2191963,TX,TX: Borden County (48033),~,~,~,~,Mortality,1526.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2192851,TX,TX: Bosque County (48035),118.2,176.8,144.8,115,Mortality,45283.0,All Races,Female,All Cancer Sites Combined,2012-2016,209.7,304.8,254.0
2193739,TX,TX: Bowie County (48037),140.2,169.1,154.1,476,Mortality,231484.0,All Races,Female,All Cancer Sites Combined,2012-2016,187.6,225.0,205.6
2194627,TX,TX: Brazoria County (48039),130.9,147.4,139.0,1145,Mortality,834842.0,All Races,Female,All Cancer Sites Combined,2012-2016,129.3,145.3,137.2
2195515,TX,TX: Brazos County (48041),115.8,138.6,126.8,498,Mortality,517647.0,All Races,Female,All Cancer Sites Combined,2012-2016,87.9,105.0,96.2
2196403,TX,TX: Brewster County (48043),69.7,145.5,101.8,35,Mortality,22891.0,All Races,Female,All Cancer Sites Combined,2012-2016,106.5,212.6,152.9
2197291,TX,TX: Briscoe County (48045),~,~,~,~,Mortality,3925.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2198179,TX,TX: Brooks County (48047),87.6,187.7,130.1,32,Mortality,17978.0,All Races,Female,All Cancer Sites Combined,2012-2016,121.7,251.3,178.0
2199067,TX,TX: Brown County (48049),120.6,162.4,140.2,197,Mortality,95125.0,All Races,Female,All Cancer Sites Combined,2012-2016,179.2,238.1,207.1
2199955,TX,TX: Burleson County (48051),107.1,165.5,133.6,94,Mortality,44016.0,All Races,Female,All Cancer Sites Combined,2012-2016,172.6,261.3,213.6
2200843,TX,TX: Burnet County (48053),105.3,139.3,121.2,219,Mortality,113081.0,All Races,Female,All Cancer Sites Combined,2012-2016,168.9,221.1,193.7
2201731,TX,TX: Caldwell County (48055),132.1,179.5,154.4,177,Mortality,99042.0,All Races,Female,All Cancer Sites Combined,2012-2016,153.4,207.1,178.7
2202619,TX,TX: Calhoun County (48057),117.8,177.5,145.2,100,Mortality,53392.0,All Races,Female,All Cancer Sites Combined,2012-2016,152.4,227.8,187.3
2203507,TX,TX: Callahan County (48059),142.6,219.6,177.5,95,Mortality,34521.0,All Races,Female,All Cancer Sites Combined,2012-2016,222.6,336.4,275.2
2204395,TX,TX: Cameron County (48061),104.9,117.5,111.1,1230,Mortality,1080564.0,All Races,Female,All Cancer Sites Combined,2012-2016,107.6,120.4,113.8
2205283,TX,TX: Camp County (48063),119.7,199.7,155.6,67,Mortality,32472.0,All Races,Female,All Cancer Sites Combined,2012-2016,159.9,262.0,206.3
2206171,TX,TX: Carson County (48065),64.1,160.5,103.3,22,Mortality,15138.0,All Races,Female,All Cancer Sites Combined,2012-2016,91.1,220.0,145.3
2207059,TX,TX: Cass County (48067),119.9,165.3,141.0,172,Mortality,77667.0,All Races,Female,All Cancer Sites Combined,2012-2016,189.6,257.1,221.5
2207947,TX,TX: Castro County (48069),104.6,212.0,151.0,35,Mortality,19541.0,All Races,Female,All Cancer Sites Combined,2012-2016,124.8,249.1,179.1
2208835,TX,TX: Chambers County (48071),124.5,177.6,149.3,134,Mortality,95003.0,All Races,Female,All Cancer Sites Combined,2012-2016,118.2,167.1,141.0
2209723,TX,TX: Cherokee County (48073),87.4,119.8,102.6,172,Mortality,126044.0,All Races,Female,All Cancer Sites Combined,2012-2016,116.8,158.4,136.5
2210611,TX,TX: Childress County (48075),82.0,188.9,126.3,28,Mortality,14505.0,All Races,Female,All Cancer Sites Combined,2012-2016,128.3,279.0,193.0
2211499,TX,TX: Clay County (48077),134.9,218.8,172.1,74,Mortality,26064.0,All Races,Female,All Cancer Sites Combined,2012-2016,222.9,356.4,283.9
2212387,TX,TX: Cochran County (48079),~,~,~,~,Mortality,7470.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2213275,TX,TX: Coke County (48081),69.4,191.4,114.1,20,Mortality,8191.0,All Races,Female,All Cancer Sites Combined,2012-2016,149.1,377.1,244.2
2214163,TX,TX: Coleman County (48083),132.4,234.7,177.3,61,Mortality,21245.0,All Races,Female,All Cancer Sites Combined,2012-2016,219.6,368.8,287.1
2215051,TX,TX: Collin County (48085),102.5,111.9,107.1,2125,Mortality,2258884.0,All Races,Female,All Cancer Sites Combined,2012-2016,90.1,98.2,94.1
2215939,TX,TX: Collingsworth County (48087),~,~,~,~,Mortality,7807.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2216827,TX,TX: Colorado County (48089),117.4,172.0,142.4,124,Mortality,52105.0,All Races,Female,All Cancer Sites Combined,2012-2016,197.9,283.7,238.0
2217715,TX,TX: Comal County (48091),118.5,141.2,129.4,542,Mortality,313781.0,All Races,Female,All Cancer Sites Combined,2012-2016,158.5,187.9,172.7
2218603,TX,TX: Comanche County (48093),99.3,164.2,128.1,73,Mortality,34282.0,All Races,Female,All Cancer Sites Combined,2012-2016,166.9,267.7,212.9
2219491,TX,TX: Concho County (48095),78.1,240.3,137.1,16,Mortality,6205.0,All Races,Female,All Cancer Sites Combined,2012-2016,147.4,418.7,257.9
2220379,TX,TX: Cooke County (48097),109.0,148.4,127.4,178,Mortality,98036.0,All Races,Female,All Cancer Sites Combined,2012-2016,155.9,210.3,181.6
2221267,TX,TX: Coryell County (48099),125.4,164.1,143.8,226,Mortality,190796.0,All Races,Female,All Cancer Sites Combined,2012-2016,103.5,134.9,118.5
2222155,TX,TX: Cottle County (48101),~,~,~,~,Mortality,3766.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2223043,TX,TX: Crane County (48103),85.8,234.5,146.8,18,Mortality,12010.0,All Races,Female,All Cancer Sites Combined,2012-2016,88.8,236.9,149.9
2223931,TX,TX: Crockett County (48105),~,~,~,~,Mortality,9386.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2224819,TX,TX: Crosby County (48107),117.9,249.7,174.4,34,Mortality,15039.0,All Races,Female,All Cancer Sites Combined,2012-2016,156.6,315.9,226.1
2225707,TX,TX: Culberson County (48109),~,~,~,~,Mortality,5845.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2226595,TX,TX: Dallam County (48111),101.5,235.5,158.7,25,Mortality,17384.0,All Races,Female,All Cancer Sites Combined,2012-2016,93.1,212.3,143.8
2227483,TX,TX: Dallas County (48113),130.8,136.8,133.8,7927,Mortality,6388599.0,All Races,Female,All Cancer Sites Combined,2012-2016,121.4,126.8,124.1
2228371,TX,TX: Dawson County (48115),98.7,176.5,133.1,53,Mortality,29459.0,All Races,Female,All Cancer Sites Combined,2012-2016,134.8,235.3,179.9
2229259,TX,TX: DeWitt County (48123),111.8,171.5,139.0,105,Mortality,48837.0,All Races,Female,All Cancer Sites Combined,2012-2016,175.8,260.3,215.0
2230147,TX,TX: Deaf Smith County (48117),94.8,160.2,124.3,62,Mortality,47848.0,All Races,Female,All Cancer Sites Combined,2012-2016,99.3,166.1,129.6
2231035,TX,TX: Delta County (48119),100.1,223.7,151.7,30,Mortality,13139.0,All Races,Female,All Cancer Sites Combined,2012-2016,154.1,326.0,228.3
2231923,TX,TX: Denton County (48121),110.2,121.4,115.7,1806,Mortality,1919954.0,All Races,Female,All Cancer Sites Combined,2012-2016,89.8,98.5,94.1
2232811,TX,TX: Dickens County (48125),~,~,~,~,Mortality,4839.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2233699,TX,TX: Dimmit County (48127),97.0,182.7,134.7,44,Mortality,27523.0,All Races,Female,All Cancer Sites Combined,2012-2016,116.2,214.6,159.9
2234587,TX,TX: Donley County (48129),78.5,220.2,133.4,20,Mortality,8853.0,All Races,Female,All Cancer Sites Combined,2012-2016,138.0,348.9,225.9
2235475,TX,TX: Duval County (48131),83.2,158.7,116.1,44,Mortality,27852.0,All Races,Female,All Cancer Sites Combined,2012-2016,114.8,212.1,158.0
2236363,TX,TX: Eastland County (48133),136.0,197.3,164.1,129,Mortality,46253.0,All Races,Female,All Cancer Sites Combined,2012-2016,232.9,331.4,278.9
2237251,TX,TX: Ector County (48135),129.7,155.3,142.1,497,Mortality,379983.0,All Races,Female,All Cancer Sites Combined,2012-2016,119.5,142.8,130.8
2238139,TX,TX: Edwards County (48137),109.3,327.1,189.3,+,Mortality,4660.0,All Races,Female,All Cancer Sites Combined,2012-2016,212.5,584.1,364.8
2239027,TX,TX: El Paso County (48141),110.9,120.1,115.4,2493,Mortality,2125288.0,All Races,Female,All Cancer Sites Combined,2012-2016,112.7,122.0,117.3
2239915,TX,TX: Ellis County (48139),127.7,151.0,139.0,585,Mortality,405521.0,All Races,Female,All Cancer Sites Combined,2012-2016,132.8,156.4,144.3
2240803,TX,TX: Erath County (48143),90.8,131.0,109.5,126,Mortality,102927.0,All Races,Female,All Cancer Sites Combined,2012-2016,102.0,145.8,122.4
2241691,TX,TX: Falls County (48145),107.6,168.7,135.3,83,Mortality,45457.0,All Races,Female,All Cancer Sites Combined,2012-2016,145.4,226.3,182.6
2242579,TX,TX: Fannin County (48147),125.6,171.3,146.9,178,Mortality,79093.0,All Races,Female,All Cancer Sites Combined,2012-2016,193.2,260.7,225.1
2243467,TX,TX: Fayette County (48149),123.1,171.9,145.6,168,Mortality,63244.0,All Races,Female,All Cancer Sites Combined,2012-2016,227.0,309.0,265.6
2244355,TX,TX: Fisher County (48151),82.5,207.7,131.5,25,Mortality,9705.0,All Races,Female,All Cancer Sites Combined,2012-2016,166.7,380.3,257.6
2245243,TX,TX: Floyd County (48153),112.3,231.5,163.2,36,Mortality,15196.0,All Races,Female,All Cancer Sites Combined,2012-2016,165.9,328.0,236.9
2246131,TX,TX: Foard County (48155),~,~,~,~,Mortality,3300.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2247019,TX,TX: Fort Bend County (48157),105.5,116.8,111.0,1654,Mortality,1737970.0,All Races,Female,All Cancer Sites Combined,2012-2016,90.6,99.9,95.2
2247907,TX,TX: Franklin County (48159),99.0,175.5,132.5,55,Mortality,26863.0,All Races,Female,All Cancer Sites Combined,2012-2016,154.2,266.5,204.7
2248795,TX,TX: Freestone County (48161),128.1,191.7,157.2,111,Mortality,46973.0,All Races,Female,All Cancer Sites Combined,2012-2016,194.4,284.6,236.3
2249683,TX,TX: Frio County (48163),107.6,183.2,141.6,61,Mortality,38498.0,All Races,Female,All Cancer Sites Combined,2012-2016,121.2,203.5,158.4
2250571,TX,TX: Gaines County (48165),86.3,157.1,118.0,47,Mortality,48098.0,All Races,Female,All Cancer Sites Combined,2012-2016,71.8,129.9,97.7
2251459,TX,TX: Galveston County (48167),142.8,159.3,150.9,1364,Mortality,795750.0,All Races,Female,All Cancer Sites Combined,2012-2016,162.4,180.8,171.4
2252347,TX,TX: Garza County (48169),89.9,226.6,146.0,21,Mortality,11294.0,All Races,Female,All Cancer Sites Combined,2012-2016,115.1,284.2,185.9
2253235,TX,TX: Gillespie County (48171),107.3,151.3,127.4,177,Mortality,66153.0,All Races,Female,All Cancer Sites Combined,2012-2016,229.6,310.0,267.6
2254123,TX,TX: Glasscock County (48173),~,~,~,~,Mortality,2996.0,All Races,Female,All Cancer Sites Combined,2012-2016,~,~,~
2255011,TX,TX: Goliad County (48175),77.4,164.2,113.7,33,Mortality,18713.0,All Races,Female,All Cancer Sites Combined,2012-2016,121.4,247.7,176.3
2255899,TX,TX: Gonzales County (48177),130.0,193.8,159.3,107,Mortality,50255.0,All Races,Female,All Cancer Sites Combined,2012-2016,174.5,257.3,212.9
2256787,TX,TX: Gray County (48179),151.4,218.0,182.3,131,Mortality,54412.0,All Races,Female,All Cancer Sites Combined,2012-2016,201.3,285.7,240.8
2257675,TX,TX: Grayson County (48181),135.1,158.6,146.5,645,Mortality,317791.0,All Races,Female,All Cancer Sites Combined,2012-2016,187.6,219.2,203.0
2258563,TX,TX: Gregg County (48183),140.3,165.5,152.5,602,Mortality,315234.0,All Races,Female,All Cancer Sites Combined,2012-2016,176.0,206.9,191.0
2259451,TX,TX: Grimes County (48185),115.4,170.7,140.9,114,Mortality,61546.0,All Races,Female,All Cancer Sites Combined,2012-2016,152.8,222.5,185.2
2260339,TX,TX: Guadalupe County (48187),122.6,145.7,133.8,543,Mortality,372025.0,All Races,Female,All Cancer Sites Combined,2012-2016,133.9,158.8,146.0
2261227,TX,TX: Hale County (48189),118.9,169.0,142.3,134,Mortality,84037.0,All Races,Female,All Cancer Sites Combined,2012-2016,133.6,188.9,159.5
2262115,TX,TX: Hall County (48191),101.2,269.0,168.0,22,Mortality,8014.0,All Races,Female,All Cancer Sites Combined,2012-2016,172.0,415.6,274.5
2263003,TX,TX: Hamilton County (48193),161.6,266.8,208.1,82,Mortality,20689.0,All Races,Female,All Cancer Sites Combined,2012-2016,315.2,492.0,396.3
2263891,TX,TX: Hansford County (48195),82.2,200.0,131.0,23,Mortality,13653.0,All Races,Female,All Cancer Sites Combined,2012-2016,106.8,252.8,168.5
2264779,TX,TX: Hardeman County (48197),66.9,185.2,112.8,19,Mortality,10037.0,All Races,Female,All Cancer Sites Combined,2012-2016,114.0,295.6,189.3
2265667,TX,TX: Hardin County (48199),118.6,154.0,135.4,242,Mortality,140507.0,All Races,Female,All Cancer Sites Combined,2012-2016,151.2,195.4,172.2
2266555,TX,TX: Harris County (48201),128.8,133.4,131.1,12936,Mortality,11176215.0,All Races,Female,All Cancer Sites Combined,2012-2016,113.8,117.8,115.7
2267443,TX,TX: Harrison County (48203),124.4,157.1,140.0,304,Mortality,169745.0,All Races,Female,All Cancer Sites Combined,2012-2016,159.5,200.4,179.1
